categoria	caso	pais	es_legal	norma	notas
categoria_1	categoria_1_caso_3	Argentina	no	Ley 11723	NO ES LEGAL. Existe una excepción que permite la inclusión de hasta 1000 palabras de una obra literaria o científica u ocho compases de obras musicales en una nueva obra, con fines científicos o didácticos, pero esta excepción no se aplica a las obras artísticas como las imágenes. Existe otra excepción que permite la representación, la ejecución y la recitación de obras literarias o artísticas pero no pueden ser difundidas fuera del establecimiento de enseñanza donde se realiza. En definitiva, no existen excepciones para las reproducciones temporales realizadas en transmisiones en línea, ni para los actos de comunicación educativa al público a distancia. Ver: Artículo 10 (comentario, crítica, obras didácticas, antologías), Artículo 36 (difusión de espectáculo escolar).
categoria_1	categoria_1_caso_3	Bolivia	no	Ley 1322	NO ES LEGAL. No hay excepciones para reproducciones temporales realizadas durante transmisiones con fines educativos, ni para comunicaciones educativas al público a distancia. Existe una excepción que permite la cita de fragmentos de obras, pero esta no habilitaría la cita de una imagen completa. No existe ninguna otra excepción para usos con fines de educación. Ver: Artículo 24 (cita).
categoria_1	categoria_1_caso_3	Brasil	no	Ley 9610	NO ES LEGAL. No hay excepciones para las reproducciones temporales realizadas en transmisiones en línea, pero hay una excepción que permite la inclusión dentro de otra obra de fragmentos obras, o de obras íntegras cuando se trate de artes plásticas, siempre que la reproducción no sea el objetivo principal de la nueva obra. Esta excepción podría cubrir este escenario si consideramos a la clase en línea como una obra nueva y si consideramos a la imagen como obra de arte plástica. Sin embargo, no hay excepciones para los actos de comunicación pública a distancia. Hay otra excepción que permite la cita de fragmentos de cualquier obra, pero no es aplicable a este escenario debido a la limitación de cantidad. Ver: Artículo 46.III (citas), Artículo 46.VIII (reproducción de fragmentos de obras en otra obra).
categoria_1	categoria_1_caso_3	Chile	incierto	Ley 17336	LEGALIDAD INCIERTA. Existe una excepción que cubre las reproducciones temporales realizadas en transmisiones en línea. Existe una disposición que establece que el uso de una obra en establecimientos educativos no se considera un acto de comunicación pública/ejecución pública. Parece que esta excepción cubre los usos en el contexto de una actividad realizada en un establecimiento educativo, y no necesariamente que la actividad deba limitarse a los locales del establecimiento educativo, pero no está claro. Existe otra excepción que permite la inclusión de breves fragmentos de una obra con fines de cita o con fines de crítica, ilustración, enseñanza o investigación, pero esta excepción refiere a fragmentos de obras y no a una imagen completa. Ver: Artículo 71.N (comunicación/ejecución pública en establecimientos educativos), Artículo 71.O (Reproducciones Temporales), Artículo 71.B (citas e inclusiones con fines didácticos).
categoria_1	categoria_1_caso_3	Colombia	no	Ley 1915 y Ley 23	NO ES LEGAL. Existe una excepción que permite el uso de una obra literaria o artística mediante ilustración en publicaciones, emisiones de radiodifusión o grabaciones destinadas a la enseñanza. Si bien la excepción parece cubrir este escenario, una transmisión en vivo (que no se está grabando), difícilmente califica como una "publicación, emisión de radiodifusión o grabación". También existe una disposición que establece que las comunicaciones con fines educativos no se consideran comunicaciones públicas, pero requiere que el uso tenga lugar dentro de las instalaciones de un establecimiento educativo. Existe una excepción de cita, pero no cubre la cita de imágenes. Existe una excepción que cubre las reproducciones temporales realizadas en transmisiones en línea, pero no encontramos ninguna excepción que habilite el acto de comunicación al público a distancia de una imagen con fines educativos. Ver: Ley 23 Artículo 32 (uso de una obra literaria o artística mediante ilustración en publicaciones, transmisiones o grabaciones sonoras o visuales con fines didácticos), Ley 23 Artículo 168(2) (comunicaciones educativas), Ley 1915 Artículo 16(a) (reproducciones temporales), Ley 23 Artículo 31 (cita por transcripción).
categoria_1	categoria_1_caso_3	Costa Rica	incierto	Ley 6683	LEGALIDAD INCIERTA. Existe una excepción que permite la utilización y reproducción, en la medida justificada por el fin perseguido, de cualquier tipo de obra a título de ilustración de la enseñanza por medio de publicaciones. Si bien la excepción parece cubrir este escenario, una transmisión en vivo (que no se está grabando), no es claro que califique como una "publicación". Ver: Artículo 73 (utilización y reproducción a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_3	Cuba	incierto	Ley 14	LEGALIDAD INCIERTA. Existe una excepción que permite utilizar una obra a título de ilustración de la enseñanza (entre otros usos), incluso íntegramente si su breve extensión y naturaleza lo justifican. La autorización alcanza al uso de las obras en publicaciones, emisiones de radio o televisión, filmes o grabaciones sonoras o visuales. Dada la generalidad de la expresión "a título de ilustración de la enseñanza", la amplitud del verbo "utilizar" y la posibilidad de utilizar obras breves completas, podría entenderse que cubre el escenario propuesto. Pero no es claro que los actos de reproducción temporal durante una transmisión en línea puedan ser considerados como "publicaciones, emisiones de radio o televisión, filmes o grabaciones sonoras o visuales". Ver: Artículo 38(b) (uso de obra a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_3	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una excepción que permite la reproducción de obras aisladas de artes visuales (entre otras) con fines didácticos. Esta excepción permite además el uso de dichas obras en cursos presenciales, híbridos, en línea y de educación a distancia. Existe una excepción para las reproducciones temporales realizadas en transmisiones en línea. Existe una disposición que establece que las excepciones cubren no solo los actos expresamente permitidos sino también los actos que deben considerarse incluidos implícitamente, teniendo en cuenta la naturaleza y el propósito de la excepción (por ejemplo, el acto de reproducción de copias con fines educativos que hace un docente implica el acto de distribución/puesta a disposición de esas copias entre sus estudiantes). Ver: Artículo 212.15 (reproducciones educativas y uso en cursos presenciales, híbridos, en línea y a distancia), Artículo 212.23 (reproducciones temporales), Artículo 213 (las excepciones comprenden no solo los actos expresamente permitidos).
categoria_1	categoria_1_caso_3	El Salvador	incierto	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	LEGALIDAD INCIERTA. No hay una excepción para las reproducciones temporales realizadas en transmisiones en línea. Hay una excepción que permite la reproducción de breves fragmentos de obras con fines didácticos, pero esta excepción no aplica porque no se podría utilizar la imagen completa. Existe otra excepción que permite la reproducción con fines educativos por medios reprográficos de obras breves. No está claro si los "medios reprográficos" permiten realizar copias temporales. Tampoco es claro si una imagen podría calificar como 'obra breve". Finalmente, existe otra excepción que permite la comunicación de obras en el marco de actividades docentes en un aula o en un lugar similar dedicado a la docencia. Esta excepción podría interpretarse como que permitiría la reproducción temporal de una imagen realizada durante un acto de comunicación a distancia, pero no está claro. Ver: Artículo 45(c) (reproducciones reprográficas para enseñanza y exámenes), Artículo 49(c) (reproducciones de fragmentos breves con fines educativos), Artículo 44(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_3	Guatemala	incierto	Decreto 33-98 y modificativas	LEGALIDAD INCIERTA. No hay una excepción para las reproducciones temporales realizadas durante transmisiones en línea. Existe una excepción que permite la reproducción reprográfica de breves extractos de obras para la enseñanza en instituciones educativas. Esta excepción no cubre el uso de una imagen completa y no está claro si los "medios reprográficos" incluyen las copias temporales. Existe otra excepción que permite la comunicación con fines educativos en el curso de las actividades de una institución educativa, para el personal y estudiantes de la escuela o padres o docentes de estudiantes y otros. Esta excepción podría interpretarse como que permite las copias temporales realizadas durante los actos de comunicación en línea, pero no está claro. También existe una excepción que permite incluir en una obra propia fragmentos de otras ajenas (incluyendo fotografías) con fines de docencia (entre otros). Esta excepción parecería lo suficientemente amplia para cubrir las copias temporales en una transmisión en línea y las comunicaciones posteriores necesarias en este escenario, ya que una transmisión online sin grabación puede considerarse "una obra propia", aunque no es claro. Ver: Artículo 66(d) (inclusión en trabajo propio), Artículo 64(a) (reproducciones reprográficas para enseñanza y exámenes), Artículo 63(b) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_3	Honduras	no	Decreto 4-99-E	NO ES LEGAL. No hay una excepción para las reproducciones temporales realizadas durante transmisiones en línea. Hay una excepción que permite reproducciones reprográficas de obras breves, para la enseñanza. Pero no está claro si los "medios reprográficos" incluyen las copias temporales o si una imagen podría calificar como "obra breve". Existe una excepción que permite las reproducciones domésticas en una sola copia para uso personal o educativo, que no parece aplicable a este escenario. No existen excepciones que cubran la comunicación al público a distancia con fines educativos. Ver: Artículo 50 (reproducción reprográfica para enseñanza y exámenes), Artículo 123 (reproducción en un solo ejemplar).
categoria_1	categoria_1_caso_3	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. No existe ninguna excepción que habilite las reproducciones temporales realizadas durante transmisiones en línea ni las comunicaciones con fines educativos a distancia. Hay una excepción para las reproducciones temporales (grabaciones efímeras), pero solo aplica para organismos de radiodifusión. Hay una excepción que permite las citas pero no incluye la cita de imágenes, sino que solo se aplica a los textos. Ver: Artículo 149.II (grabaciones efímeras), Artículo 148.I (cita de textos).
categoria_1	categoria_1_caso_3	Nicaragua	incierto	Ley 312	LEGALIDAD INCIERTA. Existe una excepción que permite la reproducción de fotografías a título de cita o para su análisis, comentario o juicio crítico. Podría entenderse que esta excepción cubre la copia temporal de una imagen realizada durante una transmisión educativa, pero no es claro. Existe otra excepción que permite la reproducción, por medio de la reprografía y para fines de enseñanza, de extractos cortos de una obra, a condición de que esa reproducción se efectúe en establecimientos de enseñanza, por lo que no aplica a este escenario de clases en línea. Ver: Artículo 32 (reproducción de fragmentos para análisis, comentario o juicio crítico), Artículo 33 (reproducciones con fines educativos).
categoria_1	categoria_1_caso_3	Panamá	gratis	Ley 64	SÍ, ES LEGAL. No hay excepciones para las reproducciones temporales realizadas en transmisiones en línea. Existe una excepción que permite la reproducción por medios reprográficos de artículos o breves extractos de obras, que no aplica a imágenes.También existe una excepción que permite las comunicaciones de obras en el curso de las actividades de una institución de enseñanza con fines exclusivamente didácticos, por el personal y los estudiantes de tal institución. No queda claro si esta excepción cubre los actos de reproducción temporal realizados durante transmisiones en línea y los actos de comunicación al público a distancia. Finalmente existe una excepción que permite realizar citas de obras en la medida que lo justifique el fin que se persiga. Esta excepción parecería lo suficientemente amplia para cubrir las copias temporales en una transmisión en línea y las comunicaciones posteriores necesarias en este escenario. Ver: Artículo 69(1) (reproducciones para la enseñanza o realización de exámenes), Artículo 67(3) (comunicaciones en el curso de actividades de enseñanza).
categoria_1	categoria_1_caso_3	Paraguay	gratis	Ley 1328	SÍ, ES LEGAL. No hay una excepción para las reproducciones temporales realizadas durante transmisiones en línea. Existe una excepción que permite la reproducción, por medios reprográficos, para la enseñanza en instituciones educativas. Pero no es claro que los "medios reprográficos" permitan copias temporales realizadas durante transmisiones en línea. Existe otra excepción que permite la comunicación de copias únicas y personales con fines didácticos que utilicen los docentes en establecimientos de enseñanza. Esta excepción parece incluir una limitación de lugar que no habilita la comunicación al público a distancia de una obra (en este caso, una imagen) con fines educativos. Finalmente existe una excepción que permite citar obras (incluyendo imágenes) en la medida justificada por el fin que se persiga. Esta excepción parecería lo suficientemente amplia para cubrir las copias temporales en una transmisión en línea y las comunicaciones posteriores necesarias en este escenario. Ver: Artículo 39(1) (reproducciones para la enseñanza y realización de exámenes), Artículo 38(3) (comunicaciones en establecimientos de enseñanza).
categoria_1	categoria_1_caso_3	Perú	gratis	Decreto Legislativo 822	SÍ, ES LEGAL. No hay excepción para las reproducciones temporales, pero las copias temporales realizadas durante transmisiones en línea podrian estar cubiertas por una excepción que permite la reproducción, por medios reprográficos, digitales o de otro tipo, de obras visuales o fotográficas aisladas en su totalidad (entre otros materiales), para la enseñanza en instituciones educativas. También existe una excepción que permite las comunicaciones con fines educativos, en el curso de las actividades de una institución educativa, disponiéndose además que, si la comunicación consiste en obras reproducidas al amparo de la excepción de reproducción mencionada en la oración anterior, la audiencia debe limitarse al personal y estudiantes de la institución. Ver: Artículo 43(a) (reproducción reprográfica y digital para enseñanza y exámenes), Artículo 41(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_3	República Dominicana	no	Ley 65-00	NO ES LEGAL. No hay una excepción para las reproducciones temporales realizadas durante transmisiones en línea. Existe una excepción que permite la reproducción por medios reprográficos de breves extractos de obras, para la enseñanza. Pero no es claro que los "medios reprográficos" permitan copias temporales realizadas durante transmisiones en línea. También existe una excepción que permite los actos de comunicación pública que se realicen con fines educativos, pero se prevé expresamente que estos actos no deben implicar reproducción y que deben realizarse dentro de las instalaciones de los institutos de educación. Esta excepción no cubre la reproducción temporal del video realizada durante la transmisión ni el acto de puesta a disposición al público a distancia con fines educativos. Ver: Artículo 32 (reproducciones para la enseñanza y la realización de exámenes), Artículo 44 (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_3	Uruguay	no	Ley 9739	NO ES LEGAL. No hay una excepción para las reproducciones temporales realizadas durante transmisiones en línea. No existen excepciones para reproducciones con fines educativos. Existe una excepción que permite actos de comunicación pública de obras (únicamente la representación y la ejecución de obras) siempre que se lleven a cabo en instituciones docentes. Esta excepción no cubre las reproducciones temporales realizadas durante transmisiones ni las comunicaciones educativas al público a distancia. Ver: Artículo 44(B) (comunicaciones en instituciones docentes).
categoria_1	categoria_1_caso_3	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. No hay una excepción para las reproducciones temporales realizadas durante transmisiones en línea. Existe una excepción que permite la reproducción por medios reprográficos de obras breves para la enseñanza en instituciones educativas, pero no está claro si los "medios reprográficos" incluyen las copias temporales ni si una imagen podría calificar como "obra breve". También existe una excepción que permite las comunicaciones efectuadas con fines exclusivamente científicos y didácticos, pero las limita a aquellas realizadas en establecimientos de enseñanza (limitación de lugar), por lo que no se permite la puesta a disposición al público de una obra a demanda y a distancia. Ver: Artículo 44(3) (reproducciones para la enseñanza y la realización de exámenes), Artículo 43(3) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_4	Argentina	gratis	Ley 11723	SÍ, ES LEGAL. Hay una excepción que permite, con fines didácticos (entre otros), incluir en otra obra hasta mil palabras de obras literarias o científicas u ocho compases de obras musicales y en todos los casos solo las partes del texto indispensables a ese efecto. Esta excepción parece lo suficientemente amplia como para cubrir los actos de reproducción y uso en otra obra y, de forma implícita, los posteriores actos necesarios de distribución/puesta a disposición a los estudiantes en este escenario. Ver: Artículo 10 (comentario, crítica, obras didácticas, antologías).
categoria_1	categoria_1_caso_4	Bolivia	gratis	Ley 1322	SÍ, ES LEGAL. Existe una excepción que permite la cita, entendiéndose por cita la inclusión, en una obra propia, de cortos fragmentos de obras ajenas a condición de que la inclusión se realice a título de cita o para su análisis, comentario o juicio crítico, con fines docentes o de investigación. Esta excepción parece lo suficientemente amplia como para cubrir los actos de reproducción y uso en otra obra y, de forma implícita, los posteriores actos de distribución/puesta a disposición a los estudiantes previstos en este escenario. Ver: Artículo 24 (cita).
categoria_1	categoria_1_caso_4	Brasil	gratis	Ley 9610	SÍ, ES LEGAL. Existe una excepción que permite la reproducción de pequeños fragmentos de obras de cualquier naturaleza, siempre que la reproducción no sea el objetivo principal de la nueva obra. Esta excepción cubre los actos de reproducción en este escenario. No hay excepciones que cubran el acto de distribución, pero es probable que esté cubierto implícitamente por la excepción de reproducción. También hay otra excepción que permite citas de pasajes de cualquier obra en libros, periódicos, revistas o cualquier otro medio, con fines de estudio, crítica o polémica. Esta excepción parece lo suficientemente amplia como para cubrir los actos de reproducción y uso en otra obra y, de forma implícita, los posteriores actos de distribución/puesta a disposición a los estudiantes previstos en este escenario. Ver: Artículo 46.III (citas), Artículo 46.VIII (reproducción de pequeños fragmentos en otra obra).
categoria_1	categoria_1_caso_4	Chile	gratis	Ley 17336	SÍ, ES LEGAL. Existe una excepción no remunerada que permite la inclusión de breves fragmentos de una obra publicada con fines de cita o con fines de crítica, ilustración, docencia o investigación. Esta excepción parece lo suficientemente amplia como para cubrir los actos de reproducción y uso en otra obra y, de forma implícita, los posteriores actos de distribución/puesta a disposición a los estudiantes previstos en este escenario. Ver: Artículo 71.B (citas e inclusiones con fines didácticos).
categoria_1	categoria_1_caso_4	Colombia	gratis	Ley 1915 y Ley 23	SÍ, ES LEGAL. Existe una excepción que permite utilizar obras literarias o artísticas o parte de ellas, a título de ilustración en obras destinadas a la enseñanza. Esta excepción sería lo suficientemente amplia para cubrir la inclusión de extractos de libros de texto previstos en el presente escenario y, de forma implícita, los actos de distribución/puesta a disposición de la hoja de trabajo a los estudiantes. También existe una excepción que permite la reproducción de breves extractos de obras por medios reprográficos con fines didácticos o de examen por parte de instituciones de cualquier nivel educativo. Ver: Ley 23 Artículo 32 (uso de una obra literaria o artística con fines didácticos) y Ley 1915 Artículo 16(e) (reproducciones con fines didácticos).
categoria_1	categoria_1_caso_4	Costa Rica	gratis	Ley 6683	SÍ, ES LEGAL. Existe una excepción que permite citar a un autor, transcribiendo los pasajes pertinentes de una obra. También existe una excepción que permite la utilización y reproducción de las obras a título de ilustración de la enseñanza por medio de publicaciones. Estas excepciones parecen lo suficientemente amplias para cubrir los actos de reproducción de la hoja de trabajo y, de forma implícita, la distribución/puesta a disposición a los estudiantes prevista en este escenario. Ver: Artículo 70 (cita), Artículo 73 (utilización y reproducción a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_4	Cuba	gratis	Ley 14	SÍ, ES LEGAL. Existe una excepción que permite reproducir citas o fragmentos en forma escrita, sonora o visual, con fines de enseñanza, información, crítica, ilustración o explicación. Existe otra excepción que permite utilizar una obra en otra publicación a título de ilustración de la enseñanza, incluso íntegramente si su breve extensión y naturaleza lo justifican. Estas excepciones parecen lo suficientemente amplias para cubrir los actos de reproducción y, de forma implícita, los de distribución/puesta a disposición de la hoja de trabajo a los estudiantes. Ver: Artículo 38(a) (citas), Artículo 38(b) (uso de obra a título de ilustración de la enseñanza).
categoria_1	categoria_1_caso_4	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Hay una excepción que permite la reproducción de breves fragmentos o extractos de obras publicadas, con fines didácticos o para la realización de exámenes en establecimientos educativos. Esta excepción permite además el uso de dichas obras en cursos presenciales, híbridos, en línea y de educación a distancia. Hay una excepción que permite la inclusión en la propia obra de breves fragmentos de otras obras, a título de cita o con fines de análisis, comentario o valoración crítica, con fines de enseñanza o investigación. Hay otra disposición que establece que las excepciones cubren no solo los actos expresamente permitidos sino también los actos que deben considerarse incluidos implícitamente, teniendo en cuenta la naturaleza y el propósito de la excepción (por ejemplo, la reproducción cubre también la distribución). Ver: Artículo 212.15 (reproducciones educativas y uso en cursos presenciales, híbridos, en línea y a distancia), Artículo 212.1 (inclusión a modo de cita o con fines de análisis, comentario o valoración crítica o con fines docentes o de investigación), Artículo 213 (las excepciones comprenden no solo los actos expresamente permitidos).
categoria_1	categoria_1_caso_4	El Salvador	gratis	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	SÍ, ES LEGAL. Hay una excepción que permite citas breves de obras. Hay otra excepción que permite la reproducción por medios reprográficos, de breves extractos u obras breves, para la enseñanza o la celebración de exámenes en instituciones educativas. Existe otra excepción que permite la reproducción de breves fragmentos de obras literarias, artísticas o científicas, en publicaciones o crestomatías o con fines didácticos, científicos, de crítica literaria o de investigación. También hay una excepción que permite comunicaciones con fines exclusivamente didácticos, en actividades de enseñanza personalizada, en un aula o un lugar similar dedicado a la enseñanza. Estas excepciones parecen lo suficientemente amplias para cubrir los actos de reproducción y, de forma implícita, los de distribución/puesta a disposición de la hoja de trabajo a los estudiantes. Ver: Artículo 46 (citas), Artículo 45(c) (reproducciones reprográficas para enseñanza y exámenes), Artículo 49(c) (reproducciones de fragmentos breves en publicaciones educativas o con fines educativos), Artículo 44(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_4	Guatemala	gratis	Decreto 33-98 y modificativas	SÍ, ES LEGAL. Existe una excepción que permite la inclusión en la obra propia de fragmentos de otras ajenas, a título de cita o para su análisis, con fines docentes o de investigación. Hay otra excepción que permite la reproducción, por medios reprográficos, de artículos o breves extractos de obras, para la enseñanza o la realización de exámenes en instituciones educativas. Hay una excepción que permite la comunicación con fines didácticos en el curso de las actividades de una institución de enseñanza por el personal y los estudiantes de dicha institución. Estas excepciones parecen lo suficientemente amplias para cubrir tanto los actos de reproducción como los de distribución/puesta a disposición de la hoja de trabajo a los estudiantes. Ver: Artículo 66(d) (inclusión en obra propia), Artículo 64(a) (reproducciones reprográficas para enseñanza y exámenes), Artículo 63(b) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_4	Honduras	gratis	Decreto 4-99-E	SÍ, ES LEGAL. No hay excepción de cita. Hay una excepción que permite la reproducción de breves extractos por medios reprográficos, para la enseñanza o la realización de exámenes en instituciones educativas. No hay excepciones que cubran el acto de distribución/puesta a disposición de la hoja de trabajo a los estudiantes, pero es probable que esté implícitamente cubierto en la excepción de reproducción para la enseñanza. Ver: Artículo 50 (reproducción reprográfica para enseñanza y exámenes).
categoria_1	categoria_1_caso_4	México	gratis	Ley Federal del Derecho de Autor	SÍ, ES LEGAL. Hay una excepción que permite citas de textos, siempre que la cantidad citada no pueda considerarse una reproducción sustancial y simulada de los contenidos de la obra. Esta excepción podría interpretarse como que permite la creación de una hoja de trabajo con extractos y, de forma implícita, los actos posteriores de distribución/puesta a disposición de la hoja de trabajo a los estudiantes. También existe una excepción que permite la reproducción de partes de la obra para la crítica e investigación científica, literaria o artística. Ver: Artículo 148.I (cita de textos), Artículo 148.III (reproducción de partes de obras literarias o artísticas para la crítica y para la investigación).
categoria_1	categoria_1_caso_4	Nicaragua	gratis	Ley 312	SÍ, ES LEGAL. Existe una excepción que permite reproducir breves fragmentos de obras, siempre que la reproducción se realice a título de cita o para su análisis, comentario o juicio crítico. No hay excepciones que cubran el acto de distribución/puesta a disposición de la hoja de trabajo a los estudiantes, pero es probable que esté implícitamente cubierto en la excepción de cita. Ver: Artículo 32 (citas).
categoria_1	categoria_1_caso_4	Panamá	gratis	Ley 64	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida que lo justifique el fin que se persiga. Existe otra excepción que permite la reproducción por medios reprográficos de breves extractos, exclusivamente para la enseñanza o la realización de exámenes en el seno de instituciones educativas. No hay excepciones que cubran el acto de distribución/puesta a disposición de la hoja de trabajo a los estudiantes, pero es probable que esté implícitamente cubierto en las excepciones de cita y de reproducción para la enseñanza. Ver: Artículo 70 (citas), Artículo 69(1) (reproducciones para la enseñanza o realización de exámenes).
categoria_1	categoria_1_caso_4	Paraguay	gratis	Ley 1328	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida justificada por el fin que se persiga. También hay una excepción que permite la reproducción de breves extractos de obras por medios reprográficos, para la enseñanza o la realización de exámenes en instituciones educativas. No hay excepciones que cubran el acto de distribución/puesta a disposición de la hoja de trabajo a los estudiantes, pero es probable que esté implícitamente cubierto en las excepciones de cita y de reproducción para la enseñanza. Ver: Artículo 40 (citas), Artículo 39(1) (reproducciones para la enseñanza y realización de exámenes).
categoria_1	categoria_1_caso_4	Perú	gratis	Decreto Legislativo 822	SÍ, ES LEGAL. Hay una excepción que permite citas de obras en la medida justificada por el fin que se persiga. Existe otra excepción que permite la reproducción, por medios reprográficos, digitales u otros, de breves extractos de obras, para la enseñanza o para la realización de exámenes en instituciones educativas. Hay una excepción que permite las comunicaciones con fines educativos, en el curso de las actividades de una institución educativa, por parte del personal docente y los estudiantes de esa institución. Estas excepciones parecen lo suficientemente amplias para cubrir tanto los actos de reproducción como los de distribución/puesta a disposición de la hoja de trabajo a los estudiantes. Ver: Artículo 44 (citas), Artículo 43(a) (reproducción reprográfica y digital para enseñanza y exámenes), Artículo 41(c) (comunicaciones con fines educativos).
categoria_1	categoria_1_caso_4	República Dominicana	gratis	Ley 65-00	SÍ, ES LEGAL. Existe una excepción que permite citar a un autor transcribiendo los pasajes necesarios. También existe una excepción que permite reproducir breves extractos por medios reprográficos, para la enseñanza o para la realización de exámenes en instituciones educativas. No hay excepciones que cubran el acto de distribución/puesta a disposición de la hoja de trabajo a los estudiantes, pero es probable que esté implícitamente cubierto en las excepciones de cita y de reproducción para la enseñanza. Ver: Artículo 31 (citas), Artículo 32 (reproducciones para la enseñanza y la realización de exámenes).
categoria_1	categoria_1_caso_4	Uruguay	gratis	Ley 9739	SÍ, ES LEGAL. Existe una excepción que permite las transcripciones hechas con propósitos de comentarios, críticas o polémicas. Esta excepción parece lo suficientemente amplia como para cubrir los actos de reproducción y uso en otra obra y, de forma implícita, los posteriores actos de distribución/puesta a disposición a los estudiantes previstos en este escenario. Ver: Artículo 45(4) (citas).
categoria_1	categoria_1_caso_4	Venezuela	gratis	Ley sobre el Derecho de Autor	SÍ, ES LEGAL. Existe una excepción que permite la cita de partes de una obra dentro de una obra original en la cual el autor haya empleado el idioma como medio de expresión. También existe una excepción que permite la reproducción por medios reprográficos de breves extractos de obras, para la enseñanza en instituciones educativas. Esta excepción parece lo suficientemente amplia como para cubrir los actos de reproducción y uso en otra obra y, de forma implícita, los posteriores actos de distribución/puesta a disposición a los estudiantes previstos en este escenario. Ver: Artículo 46 (citas), Artículo 44(3) (reproducciones para la enseñanza y la realización de exámenes).
categoria_1	categoria_1_caso_5	Argentina	incierto	Ley 11723	LEGALIDAD INCIERTA. Existe una excepción que permite la inclusión de hasta 8 compases de obras musicales en obras didácticas (entre otras), con fines científicos o didácticos. Esta excepción parece lo suficientemente amplia como para cubrir el uso en otra obra y las comunicaciones posteriores necesarias en este escenario. No existen excepciones aplicables a los derechos conexos, pero los artistas intérpretes o ejecutantes parecen tener un derecho de remuneración por el cual no sería necesaria la autorización previa, solo el pago. La ley no aclara qué derechos tienen los productores de fonogramas. Ver: Artículo 10 (comentario, crítica, obras didácticas, antologías), Artículo 56 (derecho de remuneración de intérpretes).
categoria_1	categoria_1_caso_5	Bolivia	no	Ley 1322	NO ES LEGAL. Existe una excepción que permite la inclusión, en una obra propia, de cortos fragmentos de obras ajenas (entre otros), con fines docentes o de investigación (entre otros). Esta excepción parece lo suficientemente amplia como para cubrir el uso en otra obra y las comunicaciones posteriores necesarias en este escenario. Sin embargo, no existen excepciones aplicables a los derechos conexos previstos en este escenario (sobre fonogramas). Ver: Artículo 24 (citas).
categoria_1	categoria_1_caso_5	Brasil	incierto	Ley 9610	LEGALIDAD INCIERTA. Existe una excepción que permite la reproducción de pequeños extractos de obras de cualquier naturaleza. Hay una excepción que permite citas de extractos de cualquier trabajo en libros, periódicos, revistas o cualquier otro medio, con fines de estudio o crítica. Estas excepciones parecen lo suficientemente amplias como para cubrir el uso en otra obra y las comunicaciones posteriores necesarias en este escenario. Sin embargo, no existen excepciones específicas aplicables a los derechos conexos. Solo encontramos una disposición general que establece que todas las disposiciones que son aplicables al derecho de autor son aplicables a los derechos conexos. Ver: Artículo 46.III (citas), Artículo 46.​​VIII (reproducción de extractos de obras en otra obra), Artículo 89 (disposiciones sobre derechos conexos).
categoria_1	categoria_1_caso_5	Chile	gratis	Ley 17336	SÍ, ES LEGAL. Existe una excepción que permite la inclusión de breves fragmentos con fines de cita o con fines de crítica, ilustración, docencia o investigación. Esta excepción parece lo suficientemente amplia como para cubrir el uso en otra obra y los actos de comunicación posteriores necesarios en este escenario. Existe una excepción que permite la reproducción con fines educativos, en el marco de la educación formal, únicamente para ilustrar actividades educativas. Esta excepción cubre los actos de reproducción previstos en este supuesto. Existe una disposición que establece que el uso de una obra (incluidos los fonogramas) en establecimientos educativos no se considera una comunicación pública/ejecución pública. No queda claro si esta excepción cubre los usos en el contexto de una actividad proporcionada por un establecimiento educativo o si debe limitarse a los locales del establecimiento educativo. Todas las excepciones se aplican a los derechos conexos involucrados en este escenario (sobre fonogramas). Ver: Artículo 71.B (citas e inclusiones con fines didácticos), Artículo 71.M (reproducciones y traducciones con fines educativos), Artículo 71.N (usos en establecimientos educativos no considerados comunicación pública/ejecución pública), Artículo 71.A (las excepciones son aplicables a los derechos conexos).
